Bowling Green,Georgia Tech
Bowling Green,Toledo
Bowling Green,Western Mich.
Bowling Green,Buffalo
Bowling Green,Akron
Bowling Green,Central Mich.
Bowling Green,Kent St.
Bowling Green,Ohio
Boise St.,Troy
Boise St.,UConn
Boise St.,Oklahoma St.
Boise St.,Wyoming
Boise St.,South Dakota St.
Boise St.,Nevada
Boise St.,Fresno St.
Boise St.,Utah St.
Boise St.,New Mexico
Boise St.,Fresno St.
Boise St.,BYU
Boise St.,Air Force
Boise St.,Colorado St.
Buffalo,Delaware St.
Buffalo,Temple
Buffalo,Rutgers
Buffalo,Eastern Mich.
Buffalo,Army West Point
Buffalo,Central Mich.
Buffalo,Akron
Buffalo,Northern Ill.
Buffalo,Bowling Green
Buffalo,Ohio
Buffalo,Kent St.
Buffalo,Miami (OH)
Buffalo,Toledo
BYU,Arizona
BYU,California
BYU,McNeese
BYU,Wisconsin
BYU,Washington
BYU,Utah St.
BYU,Hawaii
BYU,Utah
BYU,New Mexico St.
BYU,0
BYU,Boise St.
BYU,Northern Ill.
California,North Carolina
California,BYU
California,Idaho St.
California,Oregon
California,Arizona
California,UCLA
California,Stanford
California,Colorado
California,South Carolina
California,Washington St.
California,Washington
California,Oregon St.
Campbell,Coastal Carolina
Central Conn. St.,Ball St.
Coastal Carolina,0
Coastal Carolina,0
Coastal Carolina,Louisiana
Coastal Carolina,Campbell
Coastal Carolina,Troy
Coastal Carolina,La.-Monroe
Coastal Carolina,South Ala.
Coastal Carolina,Ga. Southern
Coastal Carolina,Arkansas St.
Coastal Carolina,Appalachian St.
Coastal Carolina,Georgia St.
Coastal Carolina,0
Charlotte,Fordham
Charlotte,Appalachian St.
Charlotte,0
Charlotte,Old Dominion
Charlotte,0
Charlotte,Western Ky.
Charlotte,Fla. Atlantic
Charlotte,FIU
Charlotte,Marshall
Charlotte,Tennessee
Charlotte,Southern Miss.
Charlotte,Middle Tenn.
Chattanooga,0
Charleston So.,Florida
Cincinnati,UCLA
Cincinnati,Miami (OH)
Cincinnati,Ohio
Cincinnati,Alabama A&M
Cincinnati,UConn
Cincinnati,Tulane
Cincinnati,East Carolina
Cincinnati,UCF
Cincinnati,South Fla.
Cincinnati,Navy
Cincinnati,SMU
Cincinnati,Temple
The Citadel,Alabama
Clemson,Furman
Clemson,Texas A&M
Clemson,Georgia Tech
Clemson,Ga. Southern
Clemson,Syracuse
Clemson,Wake Forest
Clemson,Pittsburgh
Clemson,0
Clemson,Duke
Clemson,Boston College
Clemson,Louisville
Clemson,Florida St.
Clemson,North Carolina St.
Central Mich.,Kentucky
Central Mich.,Kansas
Central Mich.,Maine
Central Mich.,Northern Ill.
Central Mich.,Michigan St.
Central Mich.,Buffalo
Central Mich.,Ball St.
Central Mich.,Toledo
Central Mich.,Bowling Green
Central Mich.,Eastern Mich.
Central Mich.,Akron
Central Mich.,Western Mich.
Colgate,Army West Point
Colorado,Colorado St.
Colorado,Nebraska
Colorado,New Hampshire
Colorado,UCLA
Colorado,Arizona St.
Colorado,South Carolina
Colorado,California
Colorado,Utah
Colorado,Washington St.
Colorado,Arizona
Colorado,Oregon St.
Colorado,Washington
Colorado St.,Hawaii
Colorado St.,Colorado
Colorado St.,Arkansas
Colorado St.,Illinois St.
Colorado St.,Florida
Colorado St.,San Jose St.
Colorado St.,New Mexico
Colorado St.,Air Force
Colorado St.,Utah St.
Colorado St.,Nevada
Colorado St.,Wyoming
Colorado St.,Boise St.
Drake,Iowa St.
Delaware St.,Buffalo
Delaware St.,Western Mich.
Duke,Army West Point
Duke,Northwestern
Duke,N.C. Central
Duke,Baylor
Duke,Virginia Tech
Duke,Georgia Tech
Duke,Wake Forest
Duke,Clemson
Duke,North Carolina
Duke,Miami (FL)
Duke,Pittsburgh
Duke,Virginia
Duquesne,0
Duquesne,Hawaii
East Carolina,N.C. A&T
East Carolina,North Carolina
East Carolina,South Fla.
East Carolina,Old Dominion
East Carolina,Temple
East Carolina,Houston
East Carolina,North Carolina St.
East Carolina,Cincinnati
East Carolina,UConn
East Carolina,Tulane
East Carolina,Memphis
East Carolina,UCF
Eastern Ill.,Arkansas
Eastern Ky.,Marshall
Eastern Ky.,Bowling Green
Elon,South Fla.
Eastern Mich.,Monmouth
Eastern Mich.,Purdue
Eastern Mich.,South Dakota St.
Eastern Mich.,Buffalo
Eastern Mich.,Northern Ill.
Eastern Mich.,Western Mich.
Eastern Mich.,Toledo
Eastern Mich.,Kent St.
Eastern Mich.,Akron
Eastern Mich.,Central Mich.
Eastern Mich.,Army West Point
Eastern Mich.,Ball St.
ETSU,Tennessee
Eastern Wash.,Washington St.
Florida A&M,Troy
Fla. Atlantic,Oklahoma
Fla. Atlantic,Air Force
Fla. Atlantic,UCF
Fla. Atlantic,Bethune-Cookman
Fla. Atlantic,Middle Tenn.
Fla. Atlantic,Old Dominion
Fla. Atlantic,Charlotte
Fla. Atlantic,North Texas
Fla. Atlantic,Western Ky.
Fla. Atlantic,FIU
Fla. Atlantic,Louisiana Tech
Fla. Atlantic,Marshall
FIU,Indiana
FIU,Old Dominion
FIU,Miami (FL)
FIU,0
FIU,Ark.-Pine Bluff
FIU,Middle Tenn.
FIU,Marshall
FIU,Charlotte
FIU,UTSA
FIU,Fla. Atlantic
FIU,Western Ky.
FIU,Rice
Florida,Charleston So.
Florida,Kentucky
Florida,Tennessee
Florida,Colorado St.
Florida,Mississippi St.
Florida,LSU
Florida,Vanderbilt
Florida,Florida St.
Florida,Idaho
Florida,0
Florida,Missouri
Florida,Georgia
Fordham,Charlotte
Fresno St.,Idaho
Fresno St.,Minnesota
Fresno St.,UCLA
Fresno St.,Toledo
Fresno St.,Nevada
Fresno St.,Wyoming
Fresno St.,Boise St.
Fresno St.,San Jose St.
Fresno St.,South Dakota St.
Fresno St.,Boise St.
Fresno St.,UNLV
Fresno St.,Hawaii
Fresno St.,New Mexico
Florida St.,Virginia Tech
Florida St.,Samford
Florida St.,Northern Ill.
Florida St.,Syracuse
Florida St.,Louisville
Florida St.,Miami (FL)
Florida St.,Florida
Florida St.,Boston College
Florida St.,Notre Dame
Florida St.,North Carolina St.
Florida St.,Clemson
Florida St.,Wake Forest
Furman,Clemson
Ga. Southern,South Carolina St.
Ga. Southern,0
Ga. Southern,Clemson
Ga. Southern,Arkansas St.
Ga. Southern,South Ala.
Ga. Southern,Texas St.
Ga. Southern,Georgia St.
Ga. Southern,Coastal Carolina
Ga. Southern,Troy
Ga. Southern,La.-Monroe
Ga. Southern,Appalachian St.
Ga. Southern,New Mexico St.
Georgia St.,Kennesaw St.
Georgia St.,North Carolina St.
Georgia St.,Western Mich.
Georgia St.,Memphis
Georgia St.,La.-Monroe
Georgia St.,Troy
Georgia St.,Ga. Southern
Georgia St.,Appalachian St.
Georgia St.,Louisiana
Georgia St.,Texas St.
Georgia St.,Coastal Carolina
Georgia St.,Arkansas St.
Grambling,Louisiana
Georgia Tech,Alcorn
Georgia Tech,South Fla.
Georgia Tech,Clemson
Georgia Tech,Pittsburgh
Georgia Tech,Bowling Green
Georgia Tech,Louisville
Georgia Tech,Duke
Georgia Tech,Georgia
Georgia Tech,Virginia
Georgia Tech,Miami (FL)
Georgia Tech,North Carolina
Georgia Tech,Virginia Tech
Hawaii,Navy
Hawaii,Colorado St.
Hawaii,Rice
Hawaii,Duquesne
Hawaii,Army West Point
Hawaii,San Jose St.
Hawaii,Wyoming
Hawaii,BYU
Hawaii,South Dakota St.
Hawaii,UNLV
Hawaii,Utah St.
Hawaii,Fresno St.
Hawaii,Nevada
Houston Baptist,SMU
Holy Cross,Boston College
Houston,Rice
Houston,Arizona
Houston,Texas Southern
Houston,Texas Tech
Houston,Tulsa
Houston,East Carolina
Houston,Memphis
Houston,Tulane
Houston,Temple
Houston,SMU
Houston,South Fla.
Houston,Navy
Howard,Ohio
Howard,Kent St.
Idaho,Fresno St.
Idaho,Florida
Idaho St.,California
Idaho St.,Liberty
Illinois,Kent St.
Illinois,Western Ill.
Illinois,Penn St.
Illinois,South Fla.
Illinois,Rutgers
Illinois,Purdue
Illinois,Northwestern
Illinois,Iowa
Illinois,Nebraska
Illinois,Minnesota
Illinois,Maryland
Illinois,Wisconsin
Illinois St.,Colorado St.
Indiana,FIU
Indiana,Virginia
Indiana,Michigan St.
Indiana,Ball St.
Indiana,Rutgers
Indiana,Ohio St.
Indiana,Iowa
Indiana,Purdue
Indiana,Michigan
Indiana,Maryland
Indiana,Minnesota
Indiana,Penn St.
Indiana St.,Louisville
Iowa,Northern Ill.
Iowa,Iowa St.
Iowa,Wisconsin
Iowa,UNI
Iowa,Minnesota
Iowa,Indiana
Iowa,Nebraska
Iowa,Illinois
Iowa,Northwestern
Iowa,Purdue
Iowa,Penn St.
Iowa,Maryland
Iowa St.,Iowa
Iowa St.,Akron
Iowa St.,Oklahoma
Iowa St.,TCU
Iowa St.,Oklahoma St.
Iowa St.,West Virginia
Iowa St.,Drake
Iowa St.,Kansas St.
Iowa St.,Texas
Iowa St.,Baylor
Iowa St.,Kansas
Iowa St.,Texas Tech
Incarnate Word,New Mexico
Incarnate Word,North Texas
Jackson St.,Southern Miss.
James Madison,North Carolina St.
Kennesaw St.,Georgia St.
Kent St.,Illinois
Kent St.,Howard
Kent St.,Ole Miss
Kent St.,Penn St.
Kent St.,Ball St.
Kent St.,Ohio
Kent St.,Miami (OH)
Kent St.,Eastern Mich.
Kent St.,Toledo
Kent St.,Buffalo
Kent St.,Bowling Green
Kent St.,Akron
Kansas St.,South Dakota
Kansas St.,Mississippi St.
Kansas St.,West Virginia
Kansas St.,UTSA
Kansas St.,Texas
Kansas St.,Baylor
Kansas St.,Oklahoma St.
Kansas St.,Iowa St.
Kansas St.,Texas Tech
Kansas St.,Kansas
Kansas St.,TCU
Kansas St.,Oklahoma
Kansas,Nicholls St.
Kansas,Central Mich.
Kansas,Baylor
Kansas,Rutgers
Kansas,Oklahoma St.
Kansas,West Virginia
Kansas,Texas
Kansas,Oklahoma
Kansas,Kansas St.
Kansas,Iowa St.
Kansas,TCU
Kansas,Texas Tech
Lafayette,Army West Point
Lamar University,Texas Tech
Lehigh,Navy
Liberty,Old Dominion
Liberty,Army West Point
Liberty,North Texas
Liberty,New Mexico
Liberty,New Mexico St.
Liberty,Troy
Liberty,Norfolk St.
Liberty,New Mexico St.
Liberty,Auburn
Liberty,Virginia
Liberty,0
Liberty,Idaho St.
Louisville,Alabama
Louisville,Indiana St.
Louisville,Virginia
Louisville,Western Ky.
Louisville,Florida St.
Louisville,Georgia Tech
Louisville,Boston College
Louisville,Kentucky
Louisville,North Carolina St.
Louisville,Syracuse
Louisville,Clemson
Louisville,Wake Forest
LSU,Miami (FL)
LSU,Southeastern La.
LSU,Louisiana Tech
LSU,Auburn
LSU,Ole Miss
LSU,Florida
LSU,Georgia
LSU,Texas A&M
LSU,Rice
LSU,Arkansas
LSU,Alabama
LSU,Mississippi St.
Louisiana Tech,South Ala.
Louisiana Tech,Southern U.
Louisiana Tech,LSU
Louisiana Tech,North Texas
Louisiana Tech,0
Louisiana Tech,UTSA
Louisiana Tech,Western Ky.
Louisiana Tech,Southern Miss.
Louisiana Tech,Rice
Louisiana Tech,Mississippi St.
Louisiana Tech,Fla. Atlantic
Louisiana Tech,UTEP
Maine,Western Ky.
Maine,Central Mich.
McNeese,BYU
Maryland,Texas
Maryland,Bowling Green
Maryland,Minnesota
Maryland,Temple
Maryland,Michigan
Maryland,Rutgers
Maryland,Penn St.
Maryland,Ohio St.
Maryland,Indiana
Maryland,Michigan St.
Maryland,Illinois
Maryland,Iowa
Memphis,Mercer
Memphis,Navy
Memphis,South Ala.
Memphis,Georgia St.
Memphis,Tulane
Memphis,UConn
Memphis,UCF
Memphis,UCF
Memphis,Houston
Memphis,SMU
Memphis,Tulsa
Memphis,East Carolina
Memphis,Missouri
Mercer,Memphis
Miami (FL),LSU
Miami (FL),Savannah St.
Miami (FL),FIU
Miami (FL),Toledo
Miami (FL),North Carolina
Miami (FL),Florida St.
Miami (FL),Virginia
Miami (FL),Pittsburgh
Miami (FL),Virginia Tech
Miami (FL),Georgia Tech
Miami (FL),Duke
Miami (FL),Boston College
Michigan,Notre Dame
Michigan,Western Mich.
Michigan,Nebraska
Michigan,SMU
Michigan,Northwestern
Michigan,Maryland
Michigan,Wisconsin
Michigan,Ohio St.
Michigan,Indiana
Michigan,Rutgers
Michigan,Penn St.
Michigan,Michigan St.
Minnesota,New Mexico St.
Minnesota,Fresno St.
Minnesota,Maryland
Minnesota,Miami (OH)
Minnesota,Iowa
Minnesota,Ohio St.
Minnesota,Wisconsin
Minnesota,Northwestern
Minnesota,Purdue
Minnesota,Illinois
Minnesota,Indiana
Minnesota,Nebraska
Ole Miss,Texas Tech
Ole Miss,Southern Ill.
Ole Miss,Kent St.
Ole Miss,Alabama
Ole Miss,LSU
Ole Miss,La.-Monroe
Ole Miss,Arkansas
Ole Miss,Mississippi St.
Ole Miss,Vanderbilt
Ole Miss,Texas A&M
Ole Miss,0
Ole Miss,Auburn
Missouri,UT Martin
Missouri,Wyoming
Missouri,Georgia
Missouri,Purdue
Missouri,0
Missouri,Alabama
Missouri,Arkansas
Missouri,Tennessee
Missouri,Vanderbilt
Missouri,Florida
Missouri,Kentucky
Missouri,Memphis
Miami (OH),Marshall
Miami (OH),Cincinnati
Miami (OH),Bowling Green
Miami (OH),Minnesota
Miami (OH),Western Mich.
Miami (OH),Akron
Miami (OH),Kent St.
Miami (OH),Ball St.
Miami (OH),Northern Ill.
Miami (OH),Ohio
Miami (OH),Buffalo
Miami (OH),Army West Point
Monmouth,Eastern Mich.
Morgan St.,Akron
Missouri St.,Oklahoma St.
Marshall,Miami (OH)
Marshall,Eastern Ky.
Marshall,North Carolina St.
Marshall,Western Ky.
Marshall,Middle Tenn.
Marshall,Old Dominion
Marshall,Virginia Tech
Marshall,FIU
Marshall,UTSA
Marshall,Charlotte
Marshall,Southern Miss.
Marshall,Fla. Atlantic
Mississippi St.,SFA
Mississippi St.,Kansas St.
Mississippi St.,Kentucky
Mississippi St.,Louisiana
Mississippi St.,Florida
Mississippi St.,Auburn
Mississippi St.,Ole Miss
Mississippi St.,Arkansas
Mississippi St.,Alabama
Mississippi St.,Louisiana Tech
Mississippi St.,Texas A&M
Mississippi St.,LSU
Michigan St.,Utah St.
Michigan St.,Arizona St.
Michigan St.,Indiana
Michigan St.,Central Mich.
Michigan St.,Northwestern
Michigan St.,Penn St.
Michigan St.,Rutgers
Michigan St.,Nebraska
Michigan St.,Ohio St.
Michigan St.,Maryland
Michigan St.,Purdue
Michigan St.,Michigan
Middle Tenn.,Vanderbilt
Middle Tenn.,UT Martin
Middle Tenn.,Georgia
Middle Tenn.,Fla. Atlantic
Middle Tenn.,Marshall
Middle Tenn.,FIU
Middle Tenn.,0
Middle Tenn.,0
Middle Tenn.,Kentucky
Middle Tenn.,UTEP
Middle Tenn.,Western Ky.
Middle Tenn.,Old Dominion
Middle Tenn.,Charlotte
Murray St.,Kentucky
Northern Ariz.,UTEP
Navy,Hawaii
Navy,Memphis
Navy,SMU
Navy,Lehigh
Navy,Air Force
Navy,Temple
Navy,Tulane
Navy,Tulsa
Navy,UCF
Navy,Cincinnati
Navy,Notre Dame
Navy,Houston
Navy,Army West Point
N.C. A&T,East Carolina
N.C. Central,Duke
North Carolina St.,James Madison
North Carolina St.,Georgia St.
North Carolina St.,Marshall
North Carolina St.,Virginia
North Carolina St.,Boston College
North Carolina St.,East Carolina
North Carolina St.,North Carolina
North Carolina St.,Louisville
North Carolina St.,Wake Forest
North Carolina St.,Florida St.
North Carolina St.,Syracuse
North Carolina St.,Clemson
Notre Dame,Michigan
Notre Dame,Ball St.
Notre Dame,Wake Forest
Notre Dame,Vanderbilt
Notre Dame,Stanford
Notre Dame,Virginia Tech
Notre Dame,Pittsburgh
Notre Dame,South Carolina
Notre Dame,Syracuse
Notre Dame,Florida St.
Notre Dame,Northwestern
Notre Dame,Navy
Nebraska,Colorado
Nebraska,Michigan
Nebraska,Troy
Nebraska,Purdue
Nebraska,Wisconsin
Nebraska,Northwestern
Nebraska,Iowa
Nebraska,Michigan St.
Nebraska,Illinois
Nebraska,Ohio St.
Nebraska,Bethune-Cookman
Nebraska,Minnesota
Nevada,Portland St.
Nevada,Vanderbilt
Nevada,Toledo
Nevada,Oregon St.
Nevada,Air Force
Nevada,Fresno St.
Nevada,Boise St.
Nevada,UNLV
Nevada,San Jose St.
Nevada,Colorado St.
Nevada,South Dakota St.
Nevada,Hawaii
Nicholls St.,Kansas
Nicholls St.,Tulane
Northern Ill.,Iowa
Northern Ill.,Utah
Northern Ill.,Florida St.
Northern Ill.,Central Mich.
Northern Ill.,Eastern Mich.
Northern Ill.,Ball St.
Northern Ill.,Ohio
Northern Ill.,Buffalo
Northern Ill.,Western Mich.
Northern Ill.,Miami (OH)
Northern Ill.,Toledo
Northern Ill.,Akron
Northern Ill.,BYU
New Mexico St.,Wyoming
New Mexico St.,Minnesota
New Mexico St.,Utah St.
New Mexico St.,UTEP
New Mexico St.,New Mexico
New Mexico St.,Liberty
New Mexico St.,Louisiana
New Mexico St.,Liberty
New Mexico St.,BYU
New Mexico St.,Alcorn
New Mexico St.,Texas St.
New Mexico St.,Ga. Southern
Villanova,Temple
Norfolk St.,Liberty
Northwestern,Purdue
Northwestern,Duke
Northwestern,Akron
Northwestern,Michigan
Northwestern,Michigan St.
Northwestern,Nebraska
Northwestern,Ohio St.
Northwestern,Illinois
Northwestern,Minnesota
Northwestern,Iowa
Northwestern,Notre Dame
Northwestern,Wisconsin
Northwestern,Rutgers
Northwestern St.,Texas A&M
Old Dominion,Liberty
Old Dominion,FIU
Old Dominion,Virginia Tech
Old Dominion,Charlotte
Old Dominion,East Carolina
Old Dominion,Fla. Atlantic
Old Dominion,Marshall
Old Dominion,Rice
Old Dominion,VMI
Old Dominion,North Texas
Old Dominion,Middle Tenn.
Old Dominion,Western Ky.
Ohio,Howard
Ohio,Cincinnati
Ohio,Virginia
Ohio,0
Ohio,Kent St.
Ohio,Northern Ill.
Ohio,Akron
Ohio,Buffalo
Ohio,Miami (OH)
Ohio,Western Mich.
Ohio,Ball St.
Ohio,Bowling Green
Oklahoma,Fla. Atlantic
Oklahoma,UCLA
Oklahoma,Army West Point
Oklahoma,Iowa St.
Oklahoma,Baylor
Oklahoma,Texas
Oklahoma,Texas
Oklahoma,West Virginia
Oklahoma,Kansas
Oklahoma,Oklahoma St.
Oklahoma,Texas Tech
Oklahoma,Kansas St.
Oklahoma,TCU
Oklahoma St.,Missouri St.
Oklahoma St.,South Ala.
Oklahoma St.,Texas Tech
Oklahoma St.,Boise St.
Oklahoma St.,Kansas
Oklahoma St.,Iowa St.
Oklahoma St.,Kansas St.
Oklahoma St.,TCU
Oklahoma St.,West Virginia
Oklahoma St.,Oklahoma
Oklahoma St.,Baylor
Oklahoma St.,Texas
Oregon,Bowling Green
Oregon,Portland St.
Oregon,Stanford
Oregon,San Jose St.
Oregon,California
Oregon,Washington
Oregon,Oregon St.
Oregon,Arizona St.
Oregon,Utah
Oregon,UCLA
Oregon,Arizona
Oregon,Washington St.
Oregon St.,Ohio St.
Oregon St.,Southern Utah
Oregon St.,Arizona
Oregon St.,Nevada
Oregon St.,Arizona St.
Oregon St.,Washington St.
Oregon St.,Oregon
Oregon St.,Washington
Oregon St.,Stanford
Oregon St.,South Carolina
Oregon St.,Colorado
Oregon St.,California
Ohio St.,Oregon St.
Ohio St.,Rutgers
Ohio St.,Tulane
Ohio St.,TCU
Ohio St.,Penn St.
Ohio St.,Indiana
Ohio St.,Minnesota
Ohio St.,Northwestern
Ohio St.,Michigan
Ohio St.,Maryland
Ohio St.,Michigan St.
Ohio St.,Nebraska
Ohio St.,Purdue
Austin Peay,Georgia
Pittsburgh,Albany (NY)
Pittsburgh,Penn St.
Pittsburgh,North Carolina
Pittsburgh,Georgia Tech
Pittsburgh,UCF
Pittsburgh,Syracuse
Pittsburgh,Notre Dame
Pittsburgh,Clemson
Pittsburgh,Miami (FL)
Pittsburgh,Wake Forest
Pittsburgh,Virginia Tech
Pittsburgh,Virginia
Pittsburgh,Duke
Portland St.,Nevada
Portland St.,Oregon
Penn St.,Appalachian St.
Penn St.,Pittsburgh
Penn St.,Illinois
Penn St.,Kent St.
Penn St.,Ohio St.
Penn St.,Michigan St.
Penn St.,Maryland
Penn St.,Rutgers
Penn St.,Wisconsin
Penn St.,Michigan
Penn St.,Iowa
Penn St.,Indiana
Purdue,Northwestern
Purdue,Eastern Mich.
Purdue,Boston College
Purdue,Missouri
Purdue,Nebraska
Purdue,Illinois
Purdue,Indiana
Purdue,Wisconsin
Purdue,Minnesota
Purdue,Iowa
Purdue,Michigan St.
Purdue,Ohio St.
Prairie View,Rice
Prairie View,UNLV
Rice,Prairie View
Rice,Houston
Rice,Hawaii
Rice,Southern Miss.
Rice,Wake Forest
Rice,UTSA
Rice,0
Rice,Old Dominion
Rice,LSU
Rice,Louisiana Tech
Rice,UTEP
Rice,North Texas
Rice,FIU
Richmond,Virginia
Rutgers,Texas St.
Rutgers,Ohio St.
Rutgers,Buffalo
Rutgers,Kansas
Rutgers,Indiana
Rutgers,Illinois
Rutgers,Maryland
Rutgers,Michigan St.
Rutgers,Penn St.
Rutgers,Michigan
Rutgers,Wisconsin
Rutgers,Northwestern
Sacramento St.,South Dakota St.
Samford,Florida St.
Savannah St.,0
Savannah St.,Miami (FL)
0,Coastal Carolina
0,Georgia
0,Vanderbilt
0,Kentucky
0,Missouri
0,Texas A&M
0,Akron
0,Clemson
0,Chattanooga
0,Florida
0,Ole Miss
0,Tennessee
South Carolina St.,Ga. Southern
South Carolina St.,UCF
South Dakota,Kansas St.
South Dakota St.,Stanford
South Dakota St.,Sacramento St.
South Dakota St.,Eastern Mich.
South Dakota St.,Arizona St.
South Dakota St.,Boise St.
South Dakota St.,Air Force
South Dakota St.,Hawaii
South Dakota St.,Fresno St.
South Dakota St.,UNLV
South Dakota St.,New Mexico
South Dakota St.,Nevada
South Dakota St.,San Jose St.
Southeastern La.,La.-Monroe
Southeastern La.,LSU
Southeast Mo. St.,Arkansas St.
SFA,Mississippi St.
Southern Ill.,Ole Miss
San Jose St.,UC Davis
San Jose St.,Washington St.
San Jose St.,Oregon
San Jose St.,Hawaii
San Jose St.,Colorado St.
San Jose St.,Army West Point
San Jose St.,Fresno St.
San Jose St.,Nevada
San Jose St.,Utah St.
San Jose St.,Wyoming
San Jose St.,UNLV
San Jose St.,South Dakota St.
SMU,North Texas
SMU,TCU
SMU,Navy
SMU,Michigan
SMU,Houston Baptist
SMU,UCF
SMU,Tulsa
SMU,Memphis
SMU,UConn
SMU,Houston
SMU,Cincinnati
SMU,Tulane
Southern U.,TCU
Southern U.,Louisiana Tech
Stanford,South Dakota St.
Stanford,South Carolina
Stanford,Oregon
Stanford,UC Davis
Stanford,Notre Dame
Stanford,Utah
Stanford,California
Stanford,UCLA
Stanford,Oregon St.
Stanford,Washington
Stanford,Washington St.
Stanford,Arizona St.
Stony Brook,Air Force
Southern Utah,Oregon St.
Southern Utah,Arizona
Syracuse,Western Mich.
Syracuse,Wagner
Syracuse,UConn
Syracuse,Florida St.
Syracuse,Clemson
Syracuse,Pittsburgh
Syracuse,Boston College
Syracuse,Notre Dame
Syracuse,Louisville
Syracuse,Wake Forest
Syracuse,North Carolina St.
Syracuse,North Carolina
Texas A&M,Northwestern St.
Texas A&M,Clemson
Texas A&M,Alabama
Texas A&M,La.-Monroe
Texas A&M,Arkansas
Texas A&M,Kentucky
Texas A&M,0
Texas A&M,LSU
Texas A&M,0
Texas A&M,Ole Miss
Texas A&M,Auburn
Texas A&M,Mississippi St.
